respiratoryrate,rrvalues
15.1525,0.782
15.1168,0.807
15.1168,0.802
15.1168,0.786
15.1168,0.784
16.2253,0.795
16.2673,0.79
16.2673,0.774
16.2673,0.775
16.0026,0.767
15.158,0.78
15.158,0.804
15.158,0.812
15.158,0.796
15.4142,0.793
16.1254,0.794
16.1254,0.787
16.1254,0.779
16.1254,0.769
15.6968,0.771
15.2759,0.783
15.2759,0.792
15.2759,0.795
15.2759,0.789
15.1075,0.786
14.9498,0.798
14.9498,0.808
14.9498,0.805
14.9498,0.81
11.8419,0.814
9.039,0.826
9.039,0.84
9.039,0.823
9.039,0.754
9.039,0.739
9.039,0.724
9.039,0.727
9.039,0.747
14.647,0.773
14.8734,0.809
14.8734,0.817
14.8734,0.821
14.8734,0.814
12.7581,0.809
12.6767,0.812
12.6767,0.795
12.6767,0.786
12.6767,0.772
12.6767,0.759
13.4083,0.762
13.4382,0.779
13.4382,0.776
13.4382,0.803
13.4382,0.788
14.087,0.798
15.892,0.799
15.892,0.806
15.892,0.803
15.892,0.773
15.5987,0.776
15.313,0.78
15.313,0.78
15.313,0.782
15.313,0.795
13.936,0.792
12.6068,0.813
12.6068,0.831
12.6068,0.832
12.6068,0.826
12.6068,0.797
13.9923,0.794
14.6554,0.792
14.6554,0.794
14.6554,0.798
14.6554,0.787
14.6922,0.788
14.7275,0.809
14.7275,0.819
14.7275,0.834
14.7275,0.823
13.991,0.826
13.3418,0.841
13.3418,0.823
13.3418,0.826
13.3418,0.779
13.3418,0.785
15.5763,0.776
15.5879,0.777
15.5879,0.771
15.5879,0.761
15.5879,0.76
18.9187,0.776
18.9534,0.789
18.9534,0.787
18.9534,0.794
16.7335,0.798
16.6528,0.801
16.6528,0.828
16.6528,0.818
17.2767,0.835
17.813,0.854
17.813,0.854
17.813,0.835
17.1487,0.797
16.5554,0.792
16.5554,0.789
16.5554,0.791
16.5554,0.804
13.0632,0.826
12.9407,0.866
12.9407,0.885
12.9407,0.862
12.9407,0.84
12.9081,0.813
12.8788,0.785
12.8788,0.786
12.8788,0.771
12.8788,0.762
12.8788,0.742
12.7052,0.73
12.5114,0.737
12.5114,0.756
12.5114,0.773
12.5114,0.82
12.5114,0.807
12.7736,0.779
13.4354,0.8
13.4354,0.793
13.4354,0.773
13.4354,0.758
13.4354,0.74
13.2445,0.739
13.0424,0.735
13.0424,0.762
13.0424,0.773
13.0424,0.793
13.0424,0.798
11.1808,0.792
9.4551,0.809
9.4551,0.824
9.4551,0.825
9.4551,0.754
9.4551,0.709
9.4551,0.7
9.4551,0.719
10.3773,0.73
14.4049,0.744
14.4049,0.803
14.4049,0.831
14.4049,0.818
14.4049,0.815
13.8858,0.804
13.8733,0.799
13.8733,0.802
13.8733,0.784
13.8733,0.775
14.2853,0.784
14.6728,0.817
14.6728,0.846
14.6728,0.843
14.6728,0.813
14.2775,0.791
13.937,0.793
13.937,0.793
13.937,0.786
13.937,0.752
13.937,0.733
13.8592,0.68
13.8564,0.68
13.8564,0.699
13.8564,0.73
13.8564,0.781
13.878,0.793
15.5634,0.797
15.5634,0.817
15.5634,0.849
15.5634,0.804
14.9117,0.8
13.2149,0.787
13.2149,0.803
13.2149,0.789
13.2149,0.784
13.2149,0.791
13.5859,0.751
13.9368,0.765
13.9368,0.785
13.9368,0.794
13.9368,0.784
13.9368,0.787
13.5606,0.775
13.5586,0.825
13.5586,0.834
13.5586,0.814
13.5586,0.805
13.3018,0.777
13.061,0.813
13.061,0.839
13.061,0.876
13.061,0.838
13.061,0.804
13.4517,0.797
13.4633,0.836
13.4633,0.819
13.4633,0.816
13.4633,0.828
13.8958,0.825
14.2706,0.842
14.2706,0.846
14.2706,0.856
14.2706,0.845
14.3861,0.822
14.4826,0.794
14.4826,0.767
14.4826,0.776
14.4826,0.783
14.5512,0.789
14.7357,0.798
14.7357,0.847
14.7357,0.841
14.7357,0.826
14.9892,0.816
15.4991,0.807
15.4991,0.819
15.4991,0.806
15.4991,0.793
14.6524,0.772
13.8485,0.774
13.8485,0.786
13.8485,0.784
13.8485,0.786
13.8485,0.776
11.379,0.781
11.2804,0.803
11.2804,0.792
11.2804,0.726
11.2804,0.717
11.2804,0.733
11.2804,0.764
12.8103,0.791
12.8769,0.835
12.8769,0.845
12.8769,0.842
12.8769,0.799
12.9798,0.762
13.3098,0.756
13.3098,0.776
13.3098,0.8
13.3098,0.806
13.3098,0.802
13.8915,0.796
14.4419,0.837
14.4419,0.867
14.4419,0.856
14.4419,0.813
14.0205,0.771
13.6275,0.772
13.6275,0.773
13.6275,0.8
13.6275,0.824
13.6275,0.804
12.7375,0.824
12.7027,0.84
12.7027,0.87
12.7027,0.847
12.7027,0.82
13.3591,0.786
14.9169,0.77
14.9169,0.757
14.9169,0.763
14.9169,0.785
14.9433,0.795
15.1797,0.808
15.1797,0.848
15.1797,0.851
15.1797,0.833
15.3702,0.815
15.7282,0.785
15.7282,0.781
15.7282,0.79
15.7282,0.8
14.915,0.78
14.1581,0.798
14.1581,0.812
14.1581,0.827
14.1581,0.809
14.553,0.801
15.6431,0.806
15.6431,0.814
15.6431,0.82
15.6431,0.796
15.2818,0.798
14.9415,0.814
14.9415,0.794
14.9415,0.807
14.9415,0.806
15.0158,0.792
15.0854,0.8
15.0854,0.797
15.0854,0.797
15.0854,0.791
14.7101,0.782
14.3479,0.8
14.3479,0.803
14.3479,0.802
14.3479,0.791
14.3656,0.773
14.4214,0.77
14.4214,0.787
14.4214,0.8
14.4214,0.79
14.4214,0.801
13.7785,0.796
13.756,0.815
13.756,0.812
13.756,0.801
13.756,0.781
11.8807,0.769
10.0104,0.779
10.0104,0.779
10.0104,0.764
10.0104,0.709
10.0104,0.693
10.0104,0.729
10.0104,0.776
12.5509,0.767
15.0326,0.793
15.0326,0.817
15.0326,0.817
15.0326,0.792
14.2889,0.751
13.5067,0.751
13.5067,0.727
13.5067,0.72
13.5067,0.738
13.5067,0.761
14.1471,0.77
14.7678,0.821
14.7678,0.832
14.7678,0.831
14.7678,0.808
15.0027,0.799
15.2158,0.796
15.2158,0.787
15.2158,0.781
15.2158,0.772
15.5001,0.762
15.7949,0.762
15.7949,0.764
15.7949,0.759
15.7949,0.762
15.6308,0.764
15.47,0.783
15.47,0.79
15.47,0.78
15.47,0.759
15.9099,0.737
16.3783,0.717
16.3783,0.727
16.3783,0.741
16.3783,0.741
15.4327,0.754
14.4669,0.781
14.4669,0.805
14.4669,0.824
14.4669,0.798
14.4888,0.78
14.5469,0.779
14.5469,0.783
14.5469,0.782
14.5469,0.775
14.5469,0.777
15.373,0.777
15.3893,0.782
15.3893,0.787
15.3893,0.766
15.3893,0.767
15.447,0.761
15.4498,0.777
15.4498,0.796
15.4498,0.782
15.4498,0.78
15.3097,0.765
15.3055,0.772
15.3055,0.793
15.3055,0.79
15.3055,0.798
14.16,0.775
14.1234,0.783
14.1234,0.78
14.1234,0.787
14.1234,0.764
13.8818,0.763
13.6382,0.787
13.6382,0.803
13.6382,0.819
13.6382,0.811
13.6382,0.787
13.9131,0.784
13.9177,0.782
13.9177,0.781
13.9177,0.793
13.9177,0.799
13.9624,0.784
14.0056,0.798
14.0056,0.85
14.0056,0.827
14.0056,0.825
14.2866,0.778
15.1384,0.763
15.1384,0.754
15.1384,0.745
15.1384,0.743
15.1384,0.732
14.1688,0.734
14.1232,0.766
14.1232,0.792
14.1232,0.809
14.1232,0.79
13.9426,0.766
13.7542,0.779
13.7542,0.798
13.7542,0.808
13.7542,0.788
13.7542,0.78
14.0163,0.77
14.0284,0.781
14.0284,0.796
14.0284,0.798
14.0284,0.783
15.3937,0.769
16.7484,0.777
16.7484,0.794
16.7484,0.801
16.7484,0.792
14.011,0.783
13.8944,0.794
13.8944,0.796
13.8944,0.813
13.8944,0.78
14.7571,0.773
15.6132,0.785
15.6132,0.81
15.6132,0.81
15.6132,0.786
13.5737,0.782
12.5343,0.799
12.5343,0.806
12.5343,0.777
12.5343,0.754
12.5343,0.738
12.2831,0.747
12.0013,0.868
12.0013,0.81
12.0013,0.875
12.0013,0.871
12.0013,0.835
11.5595,0.822
11.1646,0.818
11.1646,0.777
11.1646,0.748
11.1646,0.747
11.1646,0.737
11.1646,0.733
11.6929,0.713
12.2958,0.728
12.2958,0.755
12.2958,0.77
12.2958,0.762
12.2958,0.764
12.2958,0.74
13.4539,0.73
13.5001,0.753
13.5001,0.744
13.5001,0.755
13.5001,0.745
13.5001,0.742
14.8063,0.722
14.8117,0.735
14.8117,0.748
14.8117,0.741
14.8117,0.728
14.2225,0.722
13.5679,0.73
13.5679,0.744
13.5679,0.757
13.5679,0.743
13.5679,0.747
12.1998,0.705
10.7803,0.725
10.7803,0.735
10.7803,0.693
10.7803,0.665
10.7803,0.65
10.7803,0.688
10.7803,0.695
12.3028,0.697
14.0157,0.712
14.0157,0.732
14.0157,0.735
14.0157,0.711
14.0157,0.693
14.953,0.685
16.054,0.679
16.054,0.707
16.054,0.721
16.054,0.735
15.7958,0.743
14.8767,0.753
14.8767,0.781
14.8767,0.792
14.8767,0.774
14.8767,0.739
14.1847,0.718
14.1535,0.725
14.1535,0.713
14.1535,0.731
14.1535,0.732
14.2548,0.734
15.0606,0.747
15.0606,0.788
15.0606,0.796
15.0606,0.78
15.0606,0.757
13.8279,0.739
13.7685,0.763
13.7685,0.755
13.7685,0.772
13.7685,0.762
13.6308,0.771
13.1475,0.783
13.1475,0.815
13.1475,0.814
13.1475,0.81
13.1475,0.796
13.8781,0.762
14.586,0.758
14.586,0.73
14.586,0.732
14.586,0.735
14.586,0.742
16.7161,0.769
16.8026,0.814
16.8026,0.836
16.8026,0.803
15.6671,0.762
14.5494,0.764
14.5494,0.75
14.5494,0.733
14.5494,0.739
14.5494,0.749
15.9237,0.752
15.9329,0.792
15.9329,0.824
15.9329,0.809
14.4508,0.792
10.0045,0.789
10.0045,0.778
10.0045,0.763
10.0045,0.751
10.0045,0.766
10.0045,0.777
10.0045,0.802
12.3794,0.791
14.4987,0.832
14.4987,0.842
14.4987,0.844
14.4987,0.823
13.1306,0.799
11.8899,0.791
11.8899,0.772
11.8899,0.758
11.8899,0.754
11.8899,0.762
11.8899,0.788
15.0458,0.829
15.0534,0.865
15.0534,0.878
15.0534,0.864
14.7146,0.82
14.0166,0.822
14.0166,0.807
14.0166,0.816
14.0166,0.78
14.0301,0.801
14.7907,0.785
14.7907,0.8
14.7907,0.82
14.7907,0.812
14.7798,0.837
13.958,0.838
13.958,0.856
13.958,0.872
13.958,0.862
13.958,0.829
13.1546,0.842
13.1239,0.811
13.1239,0.813
13.1239,0.769
13.1239,0.778
12.8301,0.78
11.9241,0.806
11.9241,0.85
11.9241,0.88
11.9241,0.87
11.9241,0.852
11.8603,0.833
11.7114,0.825
11.7114,0.836
11.7114,0.817
11.7114,0.809
11.7114,0.792
11.7114,0.766
12.7378,0.781
12.7759,0.763
12.7759,0.782
12.7759,0.792
12.7759,0.801
12.7759,0.785
11.8006,0.777
11.7735,0.803
11.7735,0.801
11.7735,0.799
11.7735,0.79
11.7735,0.773
13.2563,0.764
14.6784,0.778
14.6784,0.781
14.6784,0.793
14.6784,0.795
15.0783,0.802
15.9562,0.739
